,Date,avg_comments,avg_bookmarks,avg_shares,year,month,day,weekday,discount_today,avg_discount,Y_discount_1d,Y_avg_discount_1d,Y_discount_3d,Y_avg_discount_3d,Y_discount_7d,Y_avg_discount_7d,Y_discount_14d,Y_avg_discount_14d,discount_past1day,discount_past2day,discount_past3day,discount_past4day,discount_past5day,discount_past6day,discount_past7day,discount_min_past15day,discount_min_past30day,discount_max_past15day,discount_max_past30day,discount_mean_past15day,discount_mean_past30day,nday_away_Martin_Luther_King_Jr_Day,nday_away_Columbus_Day,nday_away_Labor_Day,nday_away_New_Years_Day,nday_away_Thanksgiving,nday_away_Memorial_Day,nday_away_Christmas_Day,nday_away_Washingtons_Birthday,nday_away_Veterans_Day,nday_away_Independence_Day,nday_away_anyholiday
76,2018-02-11,9.0,18.0,5.0,2018,2,11,6,1,30.0,0,0,0,0,0,0,1,30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,8.666666666666666,7.5,0.19146289967870542,4.0980960411175916e-16,6.155375693545423e-26,0.022108538597039658,4.980966734693725e-07,8.606890178604721e-12,0.005383105741918052,0.8649144172389205,4.62058847615921e-09,7.276663454088607e-21,0.8649144172389205
77,2018-02-12,0.0,0.0,0.0,2018,2,12,0,0,0.0,0,0,0,0,1,20,1,30,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,10.666666666666666,8.5,0.1690133154060661,2.3195228302435696e-16,2.972593012420696e-26,0.01831563888873418,3.4574960100244164e-07,1.3887943864964021e-11,0.004320239474094066,0.8948393168143698,3.0374578711408626e-09,1.3886691616029176e-20,0.8948393168143698
78,2018-02-13,0.0,0.0,0.0,2018,2,13,1,0,0.0,0,0,0,0,1,20,1,30,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,50.0,9.0,8.5,0.14852091655171076,1.3069097000558088e-16,1.429047782650265e-26,0.015104783999608878,2.3891319952628224e-07,2.2307970104970424e-11,0.003451541830562535,0.9216104472977248,1.987712853292263e-09,2.6381270294181677e-20,0.9216104472977248
79,2018-02-14,0.0,0.0,0.0,2018,2,14,2,0,0.0,0,0,0,0,1,20,1,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,50.0,9.0,8.5,0.12992260830505947,7.330319795513614e-17,6.838934727824874e-27,0.012400448027957603,1.6434216793821234e-07,3.567077669253329e-11,0.002745041231162644,0.9448875602748896,1.2948737877910746e-09,4.9891093927950183e-20,0.9448875602748896
80,2018-02-15,0.0,0.0,0.0,2018,2,15,3,0,0.0,0,0,0,0,1,20,1,30,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,50.0,9.0,7.5,0.11313897801910364,4.09289565372295e-17,3.2580712504375464e-27,0.010134227381485734,1.1253517471925912e-07,5.678001307018091e-11,0.002173276647747907,0.9643690948860915,8.397144824858431e-10,9.392490402701178e-20,0.9643690948860915
81,2018-02-16,0.0,0.0,0.0,2018,2,16,4,0,0.0,0,0,1,20,1,30,1,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,50.0,9.0,7.5,0.09807767964508253,2.2749341707408446e-17,1.5451231768499288e-27,0.008244689844825922,7.671105893720845e-08,8.997229967366561e-11,0.00171281936882384,0.9797986738537043,5.420835868877036e-10,1.760227914426155e-19,0.9797986738537043
82,2018-02-17,0.0,0.0,0.0,2018,2,17,5,0,0.0,0,0,1,20,1,30,1,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,50.0,9.0,7.5,0.08463666150622445,1.2587439785341146e-17,7.294508704739252e-28,0.006677108163747914,5.205447572187675e-08,1.4192292867942123e-10,0.0013438120398556223,0.9909707162514318,3.4836240728956334e-10,3.2838813589367143e-19,0.9909707162514318
83,2018-02-18,0.0,0.0,0.0,2018,2,18,6,0,0.0,1,20,1,20,1,30,1,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,50.0,7.333333333333333,7.5,0.07270717596764426,6.933242467194433e-18,3.4281466917367465e-28,0.005383105741918052,3.516321581057925e-08,2.2285722505175572e-10,0.0010495325222677763,0.9977349953069204,2.2285722505175572e-10,6.098688103116819e-19,0.9977349953069204
84,2018-02-19,53.0,180.0,87.0,2018,2,19,0,1,20.0,0,0,0,0,1,30,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,7.333333333333333,7.5,0.06217652402211632,3.8015944193905344e-18,1.603810890548638e-28,0.004320239474094066,2.3645554668615604e-08,3.4836240728956334e-10,0.0008159878350721483,1.0,1.4192292867942123e-10,1.1274980485847069e-18,1.0
85,2018-02-20,0.0,0.0,0.0,2018,2,20,1,0,0.0,0,0,1,30,1,30,1,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,8.666666666666666,8.166666666666666,0.05293050193270875,2.0750357571818113e-18,7.469255741829046e-29,0.003451541830562535,1.5828539209911236e-08,5.420835868877036e-10,0.0006315414766389987,0.9977349953069204,8.997229967366561e-11,2.0750357571818113e-18,0.9977349953069204
