,Date,avg_comments,avg_bookmarks,avg_shares,year,month,day,weekday,discount_today,avg_discount,Y_discount_1d,Y_avg_discount_1d,Y_discount_3d,Y_avg_discount_3d,Y_discount_7d,Y_avg_discount_7d,Y_discount_14d,Y_avg_discount_14d,discount_past1day,discount_past2day,discount_past3day,discount_past4day,discount_past5day,discount_past6day,discount_past7day,discount_min_past15day,discount_min_past30day,discount_max_past15day,discount_max_past30day,discount_mean_past15day,discount_mean_past30day,nday_away_Memorial_Day,nday_away_Independence_Day,nday_away_Washingtons_Birthday,nday_away_Veterans_Day,nday_away_Labor_Day,nday_away_Columbus_Day,nday_away_Thanksgiving,nday_away_New_Years_Day,nday_away_Christmas_Day,nday_away_Martin_Luther_King_Jr_Day,nday_away_anyholiday
11,2011-05-25,0.0,0.0,0.0,2011,5,25,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9448875602748896,0.026566137145725102,3.0374578711408626e-09,3.4628359020592734e-29,3.567077669253329e-11,1.760227914426155e-19,5.4593307522331215e-33,3.795737739100092e-21,3.513136727828072e-23,7.330319795513614e-17,0.9448875602748896
12,2011-05-26,0.0,0.0,0.0,2011,5,26,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9643690948860915,0.03177804641749838,1.987712853292263e-09,7.469255741829046e-29,5.678001307018091e-11,3.2838813589367143e-19,2.396949668898052e-33,1.971017666651087e-21,1.7672673139340898e-23,4.09289565372295e-17,0.9643690948860915
13,2011-05-27,0.0,0.0,0.0,2011,5,27,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9797986738537043,0.03784045853143394,1.2948737877910746e-09,1.603810890548638e-28,8.997229967366561e-11,6.098688103116819e-19,5.4593307522331215e-33,1.0188617225283034e-21,8.849930260292657e-24,2.2749341707408446e-17,0.9797986738537043
14,2011-05-28,0.0,0.0,0.0,2011,5,28,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.9909707162514318,0.04485553036633267,8.397144824858431e-10,3.4281466917367465e-28,1.4192292867942123e-10,1.1274980485847069e-18,1.237799517733768e-32,5.242885663363464e-22,4.411719196996002e-24,1.2587439785341146e-17,0.9909707162514318
15,2011-05-29,0.0,0.0,0.0,2011,5,29,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,,2.0,,0.9977349953069204,0.05293050193270875,5.420835868877036e-10,7.294508704739252e-28,2.2285722505175572e-10,2.0750357571818113e-18,2.793776256466959e-32,2.685690341941217e-22,2.1893050878062735e-24,6.933242467194433e-18,0.9977349953069204
16,2011-05-30,0.0,0.0,0.0,2011,5,30,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.06217652402211632,3.4836240728956334e-10,1.5451231768499288e-27,3.4836240728956334e-10,3.8015944193905344e-18,6.277162123269114e-32,1.3695310990003124e-22,1.0815214096490333e-24,3.8015944193905344e-18,1.0
17,2011-05-31,0.0,0.0,0.0,2011,5,31,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.9977349953069204,0.07270717596764426,2.2285722505175572e-10,3.2580712504375464e-27,5.420835868877036e-10,6.933242467194433e-18,1.4039947359662446e-31,6.95213617456976e-23,5.318563715269067e-25,2.0750357571818113e-18,0.9977349953069204
18,2011-06-01,0.0,0.0,0.0,2011,6,1,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.9909707162514318,0.08463666150622445,1.4192292867942123e-10,6.838934727824874e-27,8.397144824858431e-10,1.2587439785341146e-17,3.1260651434701166e-31,3.513136727828072e-23,2.603658507632229e-25,1.1274980485847069e-18,0.9909707162514318
19,2011-06-02,0.0,0.0,0.0,2011,6,2,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.9797986738537043,0.09807767964508253,8.997229967366561e-11,1.429047782650265e-26,1.2948737877910746e-09,2.2749341707408446e-17,6.928847118330195e-31,1.7672673139340898e-23,1.2688318989310368e-25,6.098688103116819e-19,0.9797986738537043
20,2011-06-03,0.0,0.0,0.0,2011,6,3,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.9643690948860915,0.11313897801910364,5.678001307018091e-11,2.972593012420696e-26,1.987712853292263e-09,4.09289565372295e-17,1.5288129205360447e-30,8.849930260292657e-24,6.155375693545423e-26,3.2838813589367143e-19,0.9643690948860915
21,2011-06-04,0.0,0.0,0.0,2011,6,4,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.9448875602748896,0.12992260830505947,3.567077669253329e-11,6.155375693545423e-26,3.0374578711408626e-09,7.330319795513614e-17,3.3579801181420154e-30,4.411719196996002e-24,2.972593012420696e-26,1.760227914426155e-19,0.9448875602748896
22,2011-06-05,0.0,0.0,0.0,2011,6,5,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.9216104472977248,0.14852091655171076,2.2307970104970424e-11,1.2688318989310368e-25,4.62058847615921e-09,1.3069097000558088e-16,7.342303069252906e-30,2.1893050878062735e-24,1.429047782650265e-26,9.392490402701178e-20,0.9216104472977248
23,2011-06-06,0.0,0.0,0.0,2011,6,6,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.8948393168143698,0.1690133154060661,1.3887943864964021e-11,2.603658507632229e-25,6.997045994265065e-09,2.3195228302435696e-16,1.5981476628267853e-29,1.0815214096490333e-24,6.838934727824874e-27,4.9891093927950183e-20,0.8948393168143698
24,2011-06-07,0.0,0.0,0.0,2011,6,7,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.8649144172389205,0.19146289967870542,8.606890178604721e-12,5.318563715269067e-25,1.0547816779454457e-08,4.0980960411175916e-16,3.4628359020592734e-29,5.318563715269067e-25,3.2580712504375464e-27,2.6381270294181677e-20,0.8649144172389205
